"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x1416048669946691589","x1454108053624737813",2021-10-29 15:29:10,"WilliamDesland5","La licence Call of Duty fête ses 18 ans ! 🥳

Le premier jeu est sorti le 29 octobre 2003 aux USA. https://t.co/1ae5U1g5o7","Twitter for Android",,,,,FALSE,TRUE,0,0,0,0,,,,,,"http://pbs.twimg.com/media/FC2tET0WYAU3aiL.jpg","https://t.co/1ae5U1g5o7","https://twitter.com/JVCom/status/1454104738560032773/photo/1","photo","http://pbs.twimg.com/media/FC2tET0WYAU3aiL.jpg http://pbs.twimg.com/media/FC2tI3FWUAkNPr_.jpg http://pbs.twimg.com/media/FC2tY__XMAItm8M.jpg http://pbs.twimg.com/media/FC2thT-XEAk4P9J.jpg","https://t.co/1ae5U1g5o7 https://t.co/1ae5U1g5o7 https://t.co/1ae5U1g5o7 https://t.co/1ae5U1g5o7","https://twitter.com/JVCom/status/1454104738560032773/photo/1 https://twitter.com/JVCom/status/1454104738560032773/photo/1 https://twitter.com/JVCom/status/1454104738560032773/photo/1 https://twitter.com/JVCom/status/1454104738560032773/photo/1",,"x58747912","JVCom","fr",,,,,,,,,,,,,,,,"x1454104738560032773","La licence Call of Duty fête ses 18 ans ! 🥳

Le premier jeu est sorti le 29 octobre 2003 aux USA. https://t.co/1ae5U1g5o7",2021-10-29 15:16:00,"TweetDeck",144,15,"x58747912","JVCom","JV - Jeux vidéo",1490728,592,130265,"Paris, France","Toute l'actu jeu vidéo et geek, 365 jours par an ! L'info gaming, tout le temps, sans quitter Twitter. 🎮",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/WilliamDesland5/status/1454108053624737813","William Deslandes",,"William deslandes, 17 ans
Fan de boy de @NintendoFrance @Xboxfr @PSG_inside",,FALSE,153,502,0,16796,16741,2021-07-16 14:54:55,FALSE,,,,"https://pbs.twimg.com/profile_banners/1416048669946691589/1632045561","","http://pbs.twimg.com/profile_images/1416053175602356227/mvPb3UlL_normal.jpg"
"x1345404010807832577","x1454108053628936194",2021-10-29 15:29:10,"yuvachansenpai","хочю брокколи.","Twitter for iPhone",,,,,FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,,,"uk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/yuvachansenpai/status/1454108053628936194","ювачян жена томы",,"жду тому | счастливая #klee мейнерка | играю в игрули и ною о жизе | ПОЖАЛУЙСТА ставьте теги на сливы и спойлеры",,FALSE,45,49,0,4767,831,2021-01-02 16:18:29,FALSE,,,,"https://pbs.twimg.com/profile_banners/1345404010807832577/1609616462","","http://pbs.twimg.com/profile_images/1345406706495463426/vE60-F0o_normal.jpg"
"x1236217808872042496","x1454108053603643392",2021-10-29 15:29:10,"_Astryte","Morpho https://t.co/dE1BOI1INQ","Twitter Web App",,,,,FALSE,TRUE,0,0,0,0,,,,,,"http://pbs.twimg.com/media/FCtE55lUcAA7e3u.jpg","https://t.co/dE1BOI1INQ","https://twitter.com/82_yagi/status/1453331122155368448/photo/1","photo","http://pbs.twimg.com/media/FCtE55lUcAA7e3u.jpg","https://t.co/dE1BOI1INQ","https://twitter.com/82_yagi/status/1453331122155368448/photo/1",,"x1158824775940112384","82_yagi","en",,,,,,,,,,,,,,,,"x1453331122155368448","Morpho https://t.co/dE1BOI1INQ",2021-10-27 12:01:55,"SocialDog for Twitter",10125,1140,"x1158824775940112384","82_yagi","やぎ✐グッズ第2弾発売中！",34218,140,17609,"✉️：8gi.yagi@gmail.com","創作絵▫️ 御依頼︎ ☞DM or✉️（12月分予約受付）▫️⚠︎イラストは全て利用禁止 ⚠︎Any use illustration is prohibited. ▫️グッズ☞https://market.orilab.jp/user/60b61ff586757▫️✐http://skeb.jp/@__8gi",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/_Astryte/status/1454108053603643392","The Light of the Crescent Moon","Singapore","FF14: Elinora Lune (Tonberry) ~  | I like to dress as a Dark Type, but I actually am a Fairy type | EXA_PICO, Destiny 2, Halo, Civilization, Battlefield.",,FALSE,27,490,4,988,1875,2020-03-07 09:11:37,FALSE,,,,"https://pbs.twimg.com/profile_banners/1236217808872042496/1583573420","","http://pbs.twimg.com/profile_images/1438107139151577100/mK_PD41K_normal.jpg"
"x1382386866771615744","x1454108053612158983",2021-10-29 15:29:10,"NotThisMax","@Wohlfahrt_P @DuduRevolution @Moehroe @JonOfUs Dich kenne ich nicht. 

Aber du bist bei Volt, da ist man ja schon gewohnt, dass Leute die man nicht kennt plötzlich bei einem kommentieren.","Twitter Web App",93,"x1454107564204077056","x1268910694310780929","Wohlfahrt_P",FALSE,FALSE,0,0,0,0,,,"twitter.com/i/web/status/1…","https://t.co/gEMxHqswGK","https://twitter.com/i/web/status/1454108053612158983",,,,,,,,,"x1268910694310780929 x1262007860206149632 x1321402457818279936 x4163727183","Wohlfahrt_P DuduRevolution Moehroe JonOfUs","de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NotThisMax/status/1454108053612158983","Max",,"FCK NZS
🇪🇺🏳️‍🌈🌱

Macht komische Sachen bei:
@GrueneJugendNRW & @gruenenrw",,FALSE,1609,621,6,16076,31880,2021-04-14 17:35:42,FALSE,,,,"https://pbs.twimg.com/profile_banners/1382386866771615744/1635200375","","http://pbs.twimg.com/profile_images/1421485696678760456/eGGWrhO5_normal.jpg"
"x954563961021714432","x1454108053633224712",2021-10-29 15:29:10,"Numanalamm","@AimalWali Mashra Liverpool de ha choice dy Barca ho Messi pore mahdood wa haga m te psg ta laro","Twitter for Android",85,"x1454084073924743171","x216980566","AimalWali",FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,"x216980566","AimalWali","ht",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Numanalamm/status/1454108053633224712","Numan Alam","Charsadda, Pakistan","Liverpool FC | Journalist | Independent wiriter | Humanist | Historian | Patriot| Internee at Khyber Tv 

https://m.youtube.com/channel/UCt9G0D-GTxLQI8IOKCZrP-Q","https://numanalamm.blogspot.com",FALSE,740,270,1,2441,22000,2018-01-20 03:59:18,FALSE,,,,"https://pbs.twimg.com/profile_banners/954563961021714432/1633257591","","http://pbs.twimg.com/profile_images/1451417602023120897/-BvE6_G8_normal.jpg"
"x935091659473264641","x1454108053637189641",2021-10-29 15:29:10,"kuro_201711","@erica_neco2 なるほどね🤔💭??
なんかえりかちゃんなら無料単発で当てそうな気がする🤔💭??","Twitter for iPhone",39,"x1454106378679689225","x882279041297915905","erica_neco2",FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,"x882279041297915905","erica_neco2","ja",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/kuro_201711/status/1454108053637189641","𝓴𝓾𝓻𝓸✩⃛ೄ✯ ",,"白猫プロジェクト､モンスト、プロスピAがメイン🤧🤧その他バンドリも一応してる😎Switchは、モンハンライズ､オラ夏、モンハンストーリーズ2、あつ森、桃鉄etc…好きなアーティストは、LiSA🥺🥺成人済♂",,FALSE,61,62,2,7298,5168,2017-11-27 10:23:19,FALSE,,,,"https://pbs.twimg.com/profile_banners/935091659473264641/1613232875","","http://pbs.twimg.com/profile_images/1360622958608175106/q8yaWCjE_normal.jpg"
"x1190315840098504707","x1454108053603762181",2021-10-29 15:29:10,"Hudsonia14","You don’t have to find out you’re dying, to start living.","Twitter for iPhone",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x453489428","iam_onoja","en",,,,,,,,,,,,,,,,"x1452906799699570689","You don’t have to find out you’re dying, to start living.",2021-10-26 07:55:49,"Twitter for iPhone",368,177,"x453489428","iam_onoja","ASIWAJU OF KOGI 👑",1409,939,18542,"Earth","Media Strategist/ Realtor/ #KogiTwitter/Chelsea fc💙  Abeg: @iam_onoja",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Hudsonia14/status/1454108053603762181","Her Excellency🌼🦋","Sierra Leone","#AlphaFemale🖤 #Feminist💯 #Ambivert❣️ #Taurean💪 #MUnitedfan🔥 I hide behind the keypad⌨️",,FALSE,3047,3641,1,4542,21358,2019-11-01 17:14:28,FALSE,,,,"https://pbs.twimg.com/profile_banners/1190315840098504707/1621714635","","http://pbs.twimg.com/profile_images/1370869240102854656/wGS1Vwbc_normal.jpg"
"x23284066","x1454108053624795142",2021-10-29 15:29:10,"drseid","Fantastic to see this outpouring of support to welcome our new Afghan neighbors!

Your frequent flyer miles can help reach this goal and get an Afghan family from a U.S. military base to their new home. Learn more about donating your miles (or $) at https://t.co/bpBWpZHg64","Twitter for Android",,,,,TRUE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x35803565","humanrights1st","en","x1453453076849889283","With the help of generous donors and @miles4migrants, we've raised enough airline miles for 40,000 flights! We're just 30,000 away from giving every Afghan refugee a flight to their new home. If you can, chip in your extra miles: https://t.co/7tqWbAMxAW",2021-10-27 20:06:32,"TweetDeck",72,21,"x1431353996501999618","welcomeus","Welcome.US",4157,33,130,,"Join the national effort to welcome new Afghan families as they get settled and build new lives.

Co-Chairs: @cecmunoz & @JohnMBridgeland",FALSE,"x1453707631311347714","Fantastic to see this outpouring of support to welcome our new Afghan neighbors!

Your frequent flyer miles can help reach this goal and get an Afghan family from a U.S. military base to their new home. Learn more about donating your miles (or $) at https://t.co/bpBWpZHg64",2021-10-28 12:58:02,"Twitter Web App",14,8,"x35803565","humanrights1st","Human Rights First",73934,5330,27568,"DC / NYC / Los Angeles","American ideals. Universal values. On human rights, the United States must be a beacon. RTs are not endorsements.",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/drseid/status/1454108053624795142","Dale Seidenschwarz","Mayflower, AR","Retired, after nearly 38 years at UAMS in Little Rock.
Born 1946, life long Arkansan. 
3 years of college towards EE, no degree.
Democrat.",,FALSE,2088,1088,75,576072,59241,2009-03-08 06:26:07,FALSE,,,,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/958594640214740998/YHUOdvpV_normal.jpg"
"x968260003105771520","x1454108053637373952",2021-10-29 15:29:10,"Nimaboy_","🌧 #ElcheRealMadrid 🏃‍♂️ https://t.co/47Yrcqmi1g","Twitter for Android",,,,,FALSE,TRUE,0,0,0,0,"ElcheRealMadrid",,,,,"http://pbs.twimg.com/media/FC3-GKFXMAkeMJ8.jpg","https://t.co/47Yrcqmi1g","https://twitter.com/realmadriden/status/1454097684864901120/photo/1","photo","http://pbs.twimg.com/media/FC3-GKFXMAkeMJ8.jpg","https://t.co/47Yrcqmi1g","https://twitter.com/realmadriden/status/1454097684864901120/photo/1",,"x452155423","realmadriden","und",,,,,,,,,,,,,,,,"x1454097684864901120","🌧 #ElcheRealMadrid 🏃‍♂️ https://t.co/47Yrcqmi1g",2021-10-29 14:47:58,"TweetDeck",1679,69,"x452155423","realmadriden","Real Madrid C.F. 🇬🇧🇺🇸",12964330,63,50639,"Madrid, Spain","⚽️ Official account of Real Madrid C.F. 🏆@realmadrid: 🇪🇸. @realmadridfra: 🇫🇷. @realmadridarab: العربية. @realmadridjapan: 🇯🇵.",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Nimaboy_/status/1454108053637373952","Nimaboy 🇬🇭",,"Certified Nima Boy",,FALSE,1512,1713,0,15350,23959,2018-02-26 23:02:28,FALSE,,,,"https://pbs.twimg.com/profile_banners/968260003105771520/1621330805","","http://pbs.twimg.com/profile_images/1438681217516417033/S6vtxbCQ_normal.jpg"
"x1405472539707686919","x1454108053612240905",2021-10-29 15:29:10,"Safa_ARMYOT7","5
I vote for #BUTTER by @BTS_twt as #TheSong of 2021 #PCAs https://t.co/3irCqXfoGK","Twitter for iPhone",58,,,,FALSE,FALSE,0,0,0,0,"BUTTER TheSong PCAs",,,,,"http://pbs.twimg.com/media/FC4HkAlWQAIX3r1.jpg","https://t.co/3irCqXfoGK","https://twitter.com/Safa_ARMYOT7/status/1454108053612240905/photo/1","photo","http://pbs.twimg.com/media/FC4HkAlWQAIX3r1.jpg","https://t.co/3irCqXfoGK","https://twitter.com/Safa_ARMYOT7/status/1454108053612240905/photo/1",,"x335141638","BTS_twt","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Safa_ARMYOT7/status/1454108053612240905","OT7 ARMY GIRL♡︎","♡︎𝙽𝙰𝙼𝙺𝙰𝙽𝙳𝙰♡︎","♡︎ ᴍʏ ᴏɴɪ : @meow13_13 || ᴍʏ sᴏᴜʟᴍᴀᴛᴇ : @rwmiana7vk || ᴍʏ ʜᴏɴᴇʏ : @Faranak123army || ᴍʏ ʟᴏᴠᴇ : @hana_o0_ || ᴍʏ ʙᴀʙɪᴇ : @ArmyGirl_17 ♡︎",,FALSE,3014,4079,3,24959,22162,2021-06-17 10:29:47,FALSE,,,,"https://pbs.twimg.com/profile_banners/1405472539707686919/1635062146","","http://pbs.twimg.com/profile_images/1452942435609419782/I3SmI8nk_normal.jpg"
"x191069866","x1454108053612253189",2021-10-29 15:29:10,"MomsDoBusiness","Step-by-step guide to teach your kid about entrepreneurship, problem solving and design thinking skills #learn #kids #mom #business #homeschool #ceo #entrepreneur https://t.co/e7h0z1JpZA","IFTTT",,,,,FALSE,FALSE,0,0,0,0,"learn",,"twitter.com/i/web/status/1…","https://t.co/xrxCjXhMHM","https://twitter.com/i/web/status/1454108053612253189",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/MomsDoBusiness/status/1454108053612253189","Alexandra","Vancouver, British Columbia","Business, Career, Entrepreneurship & Startups through the hustle of a busy Mom. CEO, Public Speaker, Author, Mentor, Blogger. Tech Startups, Software Licensing.","https://perfectdaytoplay.com",FALSE,5735,163,28,34471,78433,2010-09-15 14:54:21,FALSE,,,,"https://pbs.twimg.com/profile_banners/191069866/1634767936","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1450950681918001158/9CxpVTHX_normal.jpg"
"x1442626716158107658","x1454108053633216518",2021-10-29 15:29:10,"WuVnziHR2cQ2atk","@RedFlagMagnet @heyitsJudeD @tweeter_roasts @SweatyGardener I'm Hossam 12 years old I want to women","Twitter for Android",39,"x1454084975104561152","x1059270896","RedFlagMagnet",FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,"x1059270896 x1028458716 x1431621154540867584 x1293463094539227136","RedFlagMagnet heyitsJudeD tweeter_roasts SweatyGardener","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/WuVnziHR2cQ2atk/status/1454108053633216518","الطفل الحنون",,"‏‏ انا حسام 12 اعشق المرأة الكبيره في العمر",,FALSE,13,521,0,394,81,2021-09-27 23:06:45,FALSE,,,,,"","http://pbs.twimg.com/profile_images/1445875754516942857/UUV2bnyW_normal.jpg"
"x1008042720760356869","x1454108053607964674",2021-10-29 15:29:10,"TheeAgent008","Baby Moxley looks so much like Renee it's actually ridiculous.","Twitter Web App",,,,,TRUE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x1228376696","TheLouisDangoor","en","x1454105812553584642","Awesome dad Jon Moxley. https://t.co/qya7VNeoEn",2021-10-29 15:20:16,"Twitter for iPhone",44,4,"x2253627049","WrestlingNewsCo","Wrestling News",176980,1558,280203,"Florida, USA","Latest wrestling news, results, spoilers from #WWE #WWENXT #AEWDynamite #WWERAW #SmackDown #NJPW #ROH #ImpactWrestling #MLW",FALSE,"x1454105941465518082","Baby Moxley looks so much like Renee it's actually ridiculous.",2021-10-29 15:20:47,"Twitter Web App",16,2,"x1228376696","TheLouisDangoor","Louis Dangoor",5466,1707,24704,"London, England","21 | Lead #WWE Writer at @GiveMeSport/@snackmedia | Formerly of @WrestleTalk_TV | @LFC Fan | @unibirmingham Graduate | Enquires: louis.dangoor@snack-media.com",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/TheeAgent008/status/1454108053607964674","ICE COLD AGENT #RIPBrodieLee 🐉#headkickingszn","Avengers Tower ","Caffeine ,Takeout, And Wrestling #TheBruhsofChaos #RaidersofChaos . #DM4L #BREADCLUB","http://joindarkorder.com",FALSE,2689,4531,3,252518,19064,2018-06-16 17:44:47,FALSE,,,,"https://pbs.twimg.com/profile_banners/1008042720760356869/1615055465","","http://pbs.twimg.com/profile_images/1434353884974260226/NMz7ESnI_normal.jpg"
"x2219839082","x1454108053624659969",2021-10-29 15:29:10,"utikutikupilmas","@A100888 @CryptoBulletinX on https://t.co/vgPC9QhsfU","Twitter for Android",2,"x1453999530714664962","x1240988030204141568","A100888",FALSE,FALSE,0,0,0,0,,,,,,"http://pbs.twimg.com/media/FC4HkDRUUAU5TML.jpg","https://t.co/vgPC9QhsfU","https://twitter.com/utikutikupilmas/status/1454108053624659969/photo/1","photo","http://pbs.twimg.com/media/FC4HkDRUUAU5TML.jpg","https://t.co/vgPC9QhsfU","https://twitter.com/utikutikupilmas/status/1454108053624659969/photo/1",,"x1240988030204141568 x1074501767637950469","A100888 CryptoBulletinX","und",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/utikutikupilmas/status/1454108053624659969","🐝shella id disini🐝","Surakarta, Jawa Tengah","tg 👉 shella id
ig 👉 mom.vano
💋shellaidproofs is jalaninjaku😂✌💋

🍯➡bismillah bisa big win suatu saat🍯
#tigergang #KingFamily #LiT❤🔥  #6️⃣5️⃣🎹",,FALSE,447,2612,2,7766,1433,2013-11-28 14:35:20,FALSE,,,,"https://pbs.twimg.com/profile_banners/2219839082/1634537883","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1453637280208281613/eIgWWG_d_normal.jpg"
"x755617655457886208","x1454108053607890949",2021-10-29 15:29:10,"kaho_kp_arc","神くんお誕生日おめでとう！！神くんを知って、大好きになれて私は本当に幸せです！いつも幸せをありがとう💙
#神宮寺勇太 
#神宮寺勇太誕生祭 https://t.co/i0R38OT6rw","Twitter for iPhone",69,,,,FALSE,FALSE,0,0,0,0,"神宮寺勇太 神宮寺勇太誕生祭",,,,,"http://pbs.twimg.com/media/FC4HkMIaIAAWAUG.jpg","https://t.co/i0R38OT6rw","https://twitter.com/kaho_kp_arc/status/1454108053607890949/photo/1","photo","http://pbs.twimg.com/media/FC4HkMIaIAAWAUG.jpg","https://t.co/i0R38OT6rw","https://twitter.com/kaho_kp_arc/status/1454108053607890949/photo/1",,,,"ja",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/kaho_kp_arc/status/1454108053607890949","kaho",,"kp −sho.hirano-yuta.jinguji-",,FALSE,0,7,0,7,109,2016-07-20 04:17:42,FALSE,,,,"https://pbs.twimg.com/profile_banners/755617655457886208/1634430062","","http://pbs.twimg.com/profile_images/1449629025970786312/TLXLHAgH_normal.jpg"
"x925494906","x1454108053628850180",2021-10-29 15:29:10,"doihachiro31","Happy International Animation Day  #animationday https://t.co/UxAsUNtYrB","Twitter for Android",48,,,,FALSE,FALSE,0,0,0,0,"animationday",,,,,"http://pbs.twimg.com/ext_tw_video_thumb/1454107955029164036/pu/img/kUzqMVUXLBPI3Izi.jpg","https://t.co/UxAsUNtYrB","https://twitter.com/doihachiro31/status/1454108053628850180/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/1454107955029164036/pu/img/kUzqMVUXLBPI3Izi.jpg","https://t.co/UxAsUNtYrB","https://twitter.com/doihachiro31/status/1454108053628850180/video/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/doihachiro31/status/1454108053628850180","💮","Bumi - Planet","Alien I J-Lover I Random | CG Artist I Illustrator | Designer |","https://www.instagram.com/doihachiro_31",FALSE,2218,2152,25,152533,29766,2012-11-04 14:56:39,FALSE,,,,"https://pbs.twimg.com/profile_banners/925494906/1594043359","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1348132922532925440/H9lP-Uma_normal.jpg"
"x19596734","x1454108057798119427",2021-10-29 15:29:11,"carli_medina90","QUEREMOS A LA RETOQUITOS!!!!!  #AmericaHoy","Twitter for iPhone",,,,,FALSE,FALSE,0,0,0,0,"AmericaHoy",,,,,,,,,,,,,,,"es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/carli_medina90/status/1454108057798119427","Carla Medina","Lima,Peru","SemiFinalista Look Cyzone 2012 | IT girl 🤓 Muñeca brava 🙆🏻‍♀️ | 90's baby 🍭 | Ex Pre-Candidata Miss Perú 2017 👑","https://www.instagram.com/carli_medina/",FALSE,510,1647,11,30656,749,2009-01-27 15:27:14,FALSE,,,,"https://pbs.twimg.com/profile_banners/19596734/1489807486","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1415509781431869440/z90KeFBF_normal.jpg"
"x1212404024","x1454108057802199046",2021-10-29 15:29:11,"pp_purohit","People expect Unity against oppressive government when Akshay Kumar, Kangana Ranaut, Karan Johar &amp; his Kids have submitted to MODI. Think that's the only way to survive. Gave them the power to torture until they put a hand on @iamsrk. Kingdom was spineless, but King fought &amp; won.","Twitter for Android",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x3181284726","iamsrk_brk","en",,,,,,,,,,,,,,,,"x1454100701852815360","People expect Unity against oppressive government when Akshay Kumar, Kangana Ranaut, Karan Johar &amp; his Kids have submitted to MODI. Think that's the only way to survive. Gave them the power to torture until they put a hand on @iamsrk. Kingdom was spineless, but King fought &amp; won.",2021-10-29 14:59:57,"Twitter for Android",247,111,"x3181284726","iamsrk_brk","JUST A FAN.",56978,2264,86128,,"Google BBC CNN Discovery Wikipedia Forbes The Times The Guardian says Biggest Star of the World. #OnlyShahRukhKhanMatter. [FAN ACCOUNT OF @IAMSRK]",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/pp_purohit/status/1454108057802199046","mistral",,"never shy away from a hearty laugh..:)",,FALSE,206,1324,20,58720,58014,2013-02-23 15:12:53,FALSE,,,,"https://pbs.twimg.com/profile_banners/1212404024/1495356641","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1448553786201427971/nGdYCKgg_normal.jpg"
"x1297996781909753856","x1454108057802133504",2021-10-29 15:29:11,"stelarsun","✱ Mohon bgt bsa gk jgn nuduh tnpa bukti? Klo mrk marah &amp; anak2 gapuny fs lg gmana??
Jgn dkit2 ssg, apa2 ssg, jd fs nim tu effort ny lebih loh, g asal jeprat jepret doank, toh klian terbantu dgn adanya mrk, Jd tlong jgn biasain latah https://t.co/drEI40NNbA","Twitter for Android",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x1265574406753079302","enhypen_fess","in",,,,,,,,,,,,,,,,"x1454107747511799811","✱ Mohon bgt bsa gk jgn nuduh tnpa bukti? Klo mrk marah &amp; anak2 gapuny fs lg gmana??
Jgn dkit2 ssg, apa2 ssg, jd fs nim tu effort ny lebih loh, g asal jeprat jepret doank, toh klian terbantu dgn adanya mrk, Jd tlong jgn biasain latah https://t.co/drEI40NNbA",2021-10-29 15:27:57,"adm_bases10e",14,2,"x1265574406753079302","enhypen_fess","ENHYPEN FESS 📌 / ON",86030,2870,406867,"ID","( Use en! / enha! / hype! ) Menfess Bot for Sharing about @ENHYPEN ᴱᴺ⁷ || @belift_fess & @beliftfess || Managed by @adm_bases || Operated by @svpbot",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/stelarsun/status/1454108057802133504","Ara❁","She/her","*·˚ ༘ ➳〔ʟᴇᴛ'ꜱ ᴡᴀʟᴋ ᴏɴ ꜰʟᴏᴡᴇʀʏ ᴘᴀᴛʜ〕 ࿐ ࿔*",,FALSE,639,830,29,19733,41922,2020-08-24 20:39:18,FALSE,,,,"https://pbs.twimg.com/profile_banners/1297996781909753856/1633178824","","http://pbs.twimg.com/profile_images/1448181592396947458/ZUddkxdE_normal.jpg"
"x1136683131371700224","x1454108057827426306",2021-10-29 15:29:11,"maitaypaitosl","pues nada a la cárcel y en otros 20 años cuando salga otra vez a ver a quien le toca morir #yoveosalvame","Twitter for iPhone",,,,,FALSE,FALSE,0,0,0,0,"yoveosalvame",,,,,,,,,,,,,,,"es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/maitaypaitosl/status/1454108057827426306","me faltan unas botas negras ♠️",,"me he hecho esta cuenta para comentar telebasura",,FALSE,383,180,0,12927,21220,2019-06-06 17:15:51,FALSE,,,,"https://pbs.twimg.com/profile_banners/1136683131371700224/1634138867","","http://pbs.twimg.com/profile_images/1450868556179156998/WrosluBE_normal.jpg"
"x1454076521719554049","x1454108057823158276",2021-10-29 15:29:11,"lugawanleni","@EunseomSaya Same 
#LETLENILEAVE 
#BringBackMarcos","Twitter for Android",,,,,FALSE,TRUE,0,0,0,0,"LETLENILEAVE BringBackMarcos",,,,,,,,,,,,,"x1454006925264257024 x934336647029702657","YesToMarcos2022 EunseomSaya","en",,,,,,,,,,,,,,,,"x1454104566312493066","@EunseomSaya Same 
#LETLENILEAVE 
#BringBackMarcos",2021-10-29 15:15:19,"Twitter for Android",2,1,"x1454006925264257024","YesToMarcos2022","Vinny",23,16,461,,"#BringBackMarcos
Not a troll, just showing my support to BBM here in twitter. ✌️",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/lugawanleni/status/1454108057823158276","Lugawanleni",,"Leni lang bobo",,FALSE,9,3,0,183,152,2021-10-29 13:24:06,FALSE,,,,,"","http://pbs.twimg.com/profile_images/1454076703609737216/nwhq6lup_normal.jpg"
